"Year","Value","Products.and.product.groups"
2011,137.7,"Education"
2011,143.1,"Tuition fees"
2011,125.3,"School textbooks and supplies"
2011,124.4,"Other lessons, courses and education services"
2011,117.5,"Reading material (excluding textbooks)"
2011,138,"Newspapers"
2011,128.5,"Magazines and periodicals"
2011,94.8,"Books and reading material (excluding textbooks)"
2011,135.6,"Alcoholic beverages, tobacco products and recreational cannabis"
2011,115.2,"Alcoholic beverages"
2011,124.7,"Alcoholic beverages served in licensed establishments"
2011,128.1,"Beer served in licensed establishments"
2011,116.7,"Wine served in licensed establishments"
2011,125.4,"Liquor served in licensed establishments"
2011,110.6,"Alcoholic beverages purchased from stores"
2011,113.3,"Beer purchased from stores"
2011,104.2,"Wine purchased from stores"
2011,111.4,"Liquor purchased from stores"
2011,156,"Tobacco products and smokers' supplies"
2011,155.9,"Cigarettes"
2011,159.1,"Other tobacco products and smokers' supplies"
2011,117.5,"All-items excluding eight of the most volatile components as defined by the Bank of Canada and excluding the effect of changes in indirect taxes"
2011,116.9,"All-items excluding eight of the most volatile components as defined by the Bank of Canada"
2011,118.3,"All-items excluding food"
2011,114.7,"All-items excluding food and energy"
2011,120.5,"All-items excluding mortgage interest cost"
2011,119.2,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis"
2011,119.9,"All-items excluding alcoholic beverages and recreational cannabis"
2011,119.2,"All-items excluding tobacco products and smokers' supplies and recreational cannabis"
2011,117.7,"All-items excluding shelter"
2011,117,"All-items excluding energy"
2011,117.6,"All-items excluding gasoline"
2011,116,"All-items excluding shelter, insurance and financial services"
2011,111,"Private transportation excluding gasoline"
2011,136.1,"Food and energy"
2011,111.1,"Fresh fruit and vegetables"
2011,154.7,"Energy"
2011,120.3,"Housing (1986 definition)"
2011,124,"Shelter (1986 definition)"
2011,119.9,"Goods and services"
2011,112.9,"Goods"
2011,86,"Durable goods"
2011,93.5,"Semi-durable goods"
2011,133.7,"Non-durable goods"
2011,138,"Non-durable goods excluding food purchased from stores"
2011,121.2,"Non-durable goods excluding food purchased from stores and energy"
2011,108.3,"Goods excluding food purchased from stores"
2011,96.4,"Goods excluding food purchased from stores and energy"
2011,126.7,"Services"
2011,127.9,"Services excluding shelter services"
2012,121.7,"All-items"
2012,130.8,"Food"
2012,130.9,"Food purchased from stores"
2012,132,"Meat"
2012,131.5,"Fresh or frozen meat (excluding poultry)"
2012,135.4,"Fresh or frozen beef"
2012,118.4,"Fresh or frozen pork"
2012,141,"Other fresh or frozen meat (excluding poultry)"
2012,141,"Fresh or frozen poultry"
2012,144.1,"Fresh or frozen chicken"
2012,123.4,"Other fresh or frozen poultry"
2012,125.7,"Processed meat"
2012,114.6,"Ham and bacon"
2012,132,"Other processed meat"
2012,111.8,"Fish, seafood and other marine products"
2012,117,"Fish"
2012,115.3,"Fresh or frozen fish (including portions and fish sticks)"
2012,121.8,"Canned and other preserved fish"
2012,98,"Seafood and other marine products"
2012,135.9,"Dairy products and eggs"
2012,134.8,"Dairy products"
2012,138.4,"Fresh milk"
2012,129.8,"Butter"
2012,131.9,"Cheese"
2012,137.3,"Ice cream and related products"
2012,135.2,"Other dairy products"
2012,149,"Eggs"
2012,150.4,"Bakery and cereal products (excluding baby food)"
2012,157,"Bakery products"
2012,179.4,"Bread, rolls and buns"
2012,131.9,"Cookies and crackers"
2012,141.2,"Other bakery products"
2012,137.9,"Cereal products (excluding baby food)"
2012,138.4,"Rice and rice-based mixes"
2012,126.4,"Breakfast cereal and other cereal products (excluding baby food)"
2012,154.5,"Pasta products"
2012,155.9,"Flour and flour-based mixes"
2012,119.5,"Fruit, fruit preparations and nuts"
2012,111.9,"Fresh fruit"
2012,122.5,"Apples"
2012,104.4,"Oranges"
2012,142.3,"Bananas"
2012,104,"Other fresh fruit"
2012,128.3,"Preserved fruit and fruit preparations"
2012,133.1,"Fruit juices"
2012,118.2,"Other preserved fruit and fruit preparations"
2012,139.1,"Nuts and seeds"
2012,113.3,"Vegetables and vegetable preparations"
2012,107.2,"Fresh vegetables"
2012,107.6,"Potatoes"
2012,92.2,"Tomatoes"
2012,98.6,"Lettuce"
2012,116.2,"Other fresh vegetables"
2012,136.4,"Preserved vegetables and vegetable preparations"
2012,135.1,"Frozen and dried vegetables"
2012,138.1,"Canned vegetables and other vegetable preparations"
2012,131,"Other food products and non-alcoholic beverages"
2012,142.4,"Sugar and confectionery"
2012,136.4,"Sugar and syrup"
2012,143.9,"Confectionery"
2012,147,"Edible fats and oils"
2012,159.1,"Margarine"
2012,135.9,"Other edible fats and oils"
2012,139.9,"Coffee and tea"
2012,144.5,"Coffee"
2012,125.7,"Tea"
2012,122.2,"Condiments, spices and vinegars"
2012,130,"Other food preparations"
2012,131.5,"Soup"
2012,128.7,"Baby foods"
2012,122.4,"Frozen food preparations"
2012,135.7,"All other food preparations"
2012,122.6,"Non-alcoholic beverages"
2012,130.6,"Food purchased from restaurants"
2012,131.7,"Food purchased from table-service restaurants"
2012,128,"Food purchased from fast food and take-out restaurants"
2012,130.7,"Food purchased from cafeterias and other restaurants"
2012,127.1,"Shelter"
2012,113.6,"Rented accommodation"
2012,113.6,"Rent"
2012,105.2,"Tenants' insurance premiums"
2012,121.7,"Tenants' maintenance, repairs and other expenses"
2012,130.1,"Owned accommodation"
2012,109.2,"Mortgage interest cost"
2012,147.6,"Homeowners' replacement cost"
2012,137.8,"Property taxes and other special charges"
2012,174.2,"Homeowners' home and mortgage insurance"
2012,124.5,"Homeowners' maintenance and repairs"
2012,149.4,"Other owned accommodation expenses"
2012,138.2,"Water, fuel and electricity"
2012,129.4,"Electricity"
2012,187,"Water"
2012,99.9,"Natural gas"
2012,239.9,"Fuel oil and other fuels"
2012,113,"Household operations, furnishings and equipment"
2012,123.8,"Household operations"
2012,114.7,"Communications"
2012,114.6,"Telephone services"
2012,147.3,"Postal and other communications services"
2012,141.2,"Child care and housekeeping services"
2012,139.9,"Child care services"
2012,144.4,"Housekeeping services"
2012,110.2,"Household cleaning products"
2012,96.1,"Detergents and soaps (other than personal care)"
2012,129.8,"Other household cleaning products"
2012,121.1,"Paper, plastic and aluminum foil supplies"
2012,122.7,"Paper supplies"
2012,116.5,"Plastic and aluminum foil supplies"
2012,132.6,"Other household goods and services"
2012,128.4,"Pet food and supplies"
2012,111.2,"Seeds, plants and cut flowers"
2012,109,"Other horticultural goods"
2012,109.1,"Other household supplies"
2012,157.7,"Other household services"
2012,94.6,"Household furnishings and equipment"
2012,93.3,"Furniture and household textiles"
2012,90.2,"Furniture"
2012,90.4,"Upholstered furniture"
2012,94.7,"Wooden furniture"
2012,86.8,"Other furniture"
2012,105.4,"Household textiles"
2012,124.1,"Window coverings"
2012,94.3,"Bedding and other household textiles"
2012,105,"Area rugs and mats"
2012,86.4,"Household equipment"
2012,85.8,"Household appliances"
2012,84.8,"Cooking appliances"
2012,83.3,"Refrigerators and freezers"
2012,90,"Laundry and dishwashing appliances"
2012,85.7,"Other household appliances"
2012,81.2,"Non-electric kitchen utensils, tableware and cookware"
2012,88.1,"Tools and other household equipment"
2012,88.1,"Household tools (including lawn, garden and snow removal equipment)"
2012,88,"Other household equipment"
2012,163.4,"Services related to household furnishings and equipment"
2012,92,"Clothing and footwear"
2012,82.8,"Clothing"
2012,78.7,"Women's clothing"
2012,91.6,"Men's clothing"
2012,75.8,"Children's clothing"
2012,92.7,"Footwear"
2012,93.2,"Women's footwear (excluding athletic)"
2012,95.2,"Men's footwear (excluding athletic)"
2012,92.8,"Children's footwear (excluding athletic)"
2012,90,"Athletic footwear"
2012,128.1,"Clothing accessories, watches and jewellery"
2012,93.6,"Leather clothing accessories"
2012,84.1,"Other clothing accessories"
2012,108,"Watches"
2012,169.3,"Jewellery"
2012,131.5,"Clothing material, notions and services"
2012,106.3,"Clothing material and notions"
2012,123.4,"Laundry services"
2012,146.2,"Dry cleaning services"
2012,139.2,"Other clothing services"
2012,128.1,"Transportation"
2012,127.8,"Private transportation"
2012,91.7,"Purchase, leasing and rental of passenger vehicles"
2012,91.5,"Purchase and leasing of passenger vehicles"
2012,92.3,"Purchase of passenger vehicles"
2012,87.3,"Leasing of passenger vehicles"
2012,105.1,"Rental of passenger vehicles"
2012,162.5,"Operation of passenger vehicles"
2012,182.3,"Gasoline"
2012,131.6,"Passenger vehicle parts, maintenance and repairs"
2012,129.8,"Passenger vehicle parts, accessories and supplies"
2012,132.3,"Passenger vehicle maintenance and repair services"
2012,156.6,"Other passenger vehicle operating expenses"
2012,160.9,"Passenger vehicle insurance premiums"
2012,110.8,"Passenger vehicle registration fees"
2012,155.8,"Drivers' licences"
2012,162.1,"Parking fees"
2012,140.5,"All other passenger vehicle operating expenses"
2012,130.9,"Public transportation"
2012,142.1,"Local and commuter transportation"
2012,141.5,"City bus and subway transportation"
2012,142.6,"Taxi and other local and commuter transportation services"
2012,124.7,"Inter-city transportation"
2012,121.9,"Air transportation"
2012,140,"Rail, highway bus and other inter-city transportation"
2012,118.7,"Health and personal care"
2012,120.7,"Health care"
2012,105.7,"Health care goods"
2012,103,"Medicinal and pharmaceutical products"
2012,94.8,"Prescribed medicines (excluding medicinal cannabis)"
2012,117.7,"Non-prescribed medicines"
2012,111.5,"Eye care goods"
2012,112.2,"Other health care goods"
2012,141.7,"Health care services"
2012,138.3,"Dental care services"
2012,152.6,"Other health care services"
2012,117,"Personal care"
2012,107.9,"Personal care supplies and equipment"
2012,112.6,"Personal soap"
2012,104.1,"Toiletry items and cosmetics"
2012,128.3,"Oral-hygiene products"
2012,105.2,"Other personal care supplies and equipment"
2012,129.9,"Personal care services"
2012,105.9,"Recreation, education and reading"
2012,96.1,"Recreation"
2012,57.2,"Recreational equipment and services (excluding recreational vehicles)"
2012,83.2,"Sporting and exercise equipment"
2012,93.6,"Toys, games (excluding video games) and hobby supplies"
2012,22.9,"Digital computing equipment and devices"
2012,36.7,"Photographic equipment and supplies"
2012,76.2,"Other recreational equipment"
2012,99.2,"Recreational services"
2012,116.5,"Purchase and operation of recreational vehicles"
2012,98.7,"Purchase of recreational vehicles and outboard motors"
2012,150.4,"Operation of recreational vehicles"
2012,162.2,"Fuel, parts and accessories for recreational vehicles"
2012,143,"Insurance, licences and other services for recreational vehicles"
2012,63.6,"Home entertainment equipment, parts and services"
2012,57.5,"Audio equipment"
2012,35.6,"Video equipment"
2012,109.2,"Rental of digital media"
2012,83.9,"Purchase of digital media"
2012,153.4,"Other home entertainment equipment, parts and services"
2012,94.8,"Travel services"
2012,83.1,"Traveller accommodation"
2012,106.3,"Travel tours"
2012,145.4,"Other cultural and recreational services"
2012,132.8,"Spectator entertainment (excluding video and audio subscription services)"
2012,159,"Video and audio subscription services"
2012,136.7,"Use of recreational facilities and services"
2012,137.7,"Education and reading"
2012,142.8,"Education"
2012,148.8,"Tuition fees"
2012,128.4,"School textbooks and supplies"
2012,127.2,"Other lessons, courses and education services"
2012,118.3,"Reading material (excluding textbooks)"
2012,143.6,"Newspapers"
2012,129.4,"Magazines and periodicals"
2012,92.7,"Books and reading material (excluding textbooks)"
2012,137.6,"Alcoholic beverages, tobacco products and recreational cannabis"
2012,116.9,"Alcoholic beverages"
2012,127.7,"Alcoholic beverages served in licensed establishments"
2012,132,"Beer served in licensed establishments"
2012,118.1,"Wine served in licensed establishments"
2012,128,"Liquor served in licensed establishments"
2012,111.8,"Alcoholic beverages purchased from stores"
2012,114.9,"Beer purchased from stores"
2012,104.9,"Wine purchased from stores"
2012,112.5,"Liquor purchased from stores"
2012,158.1,"Tobacco products and smokers' supplies"
2012,157.9,"Cigarettes"
2012,161.5,"Other tobacco products and smokers' supplies"
2012,119.5,"All-items excluding eight of the most volatile components as defined by the Bank of Canada and excluding the effect of changes in indirect taxes"
2012,119,"All-items excluding eight of the most volatile components as defined by the Bank of Canada"
2012,119.9,"All-items excluding food"
2012,116.2,"All-items excluding food and energy"
2012,122.5,"All-items excluding mortgage interest cost"
2012,121,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis"
2012,121.8,"All-items excluding alcoholic beverages and recreational cannabis"
2012,121,"All-items excluding tobacco products and smokers' supplies and recreational cannabis"
2012,119.6,"All-items excluding shelter"
2012,118.8,"All-items excluding energy"
2012,119.3,"All-items excluding gasoline"
2012,117.8,"All-items excluding shelter, insurance and financial services"
2012,112.9,"Private transportation excluding gasoline"
2012,138.9,"Food and energy"
2012,109.6,"Fresh fruit and vegetables"
2012,157.3,"Energy"
2012,122.1,"Housing (1986 definition)"
2012,125.6,"Shelter (1986 definition)"
2012,121.7,"Goods and services"
2012,114,"Goods"
2012,85.5,"Durable goods"
2012,93.5,"Semi-durable goods"
2012,136.1,"Non-durable goods"
2012,140.1,"Non-durable goods excluding food purchased from stores"
2012,122.9,"Non-durable goods excluding food purchased from stores and energy"
2012,108.9,"Goods excluding food purchased from stores"
2012,96.5,"Goods excluding food purchased from stores and energy"
2012,129.3,"Services"
2012,131.2,"Services excluding shelter services"
2013,122.8,"All-items"
2013,132.4,"Food"
2013,132.3,"Food purchased from stores"
2013,134.8,"Meat"
2013,134.7,"Fresh or frozen meat (excluding poultry)"
2013,139.3,"Fresh or frozen beef"
2013,121.3,"Fresh or frozen pork"
2013,138.9,"Other fresh or frozen meat (excluding poultry)"
2013,143.8,"Fresh or frozen poultry"
2013,146.6,"Fresh or frozen chicken"
2013,126.7,"Other fresh or frozen poultry"
2013,128.1,"Processed meat"
2013,116.7,"Ham and bacon"
2013,134.7,"Other processed meat"
2013,114.3,"Fish, seafood and other marine products"
2013,120.2,"Fish"
2013,117.3,"Fresh or frozen fish (including portions and fish sticks)"
2013,128.1,"Canned and other preserved fish"
2013,99.1,"Seafood and other marine products"
2013,135.8,"Dairy products and eggs"
2013,134.3,"Dairy products"
2013,137.9,"Fresh milk"
2013,129.2,"Butter"
2013,131.3,"Cheese"
2013,136.2,"Ice cream and related products"
2013,135.1,"Other dairy products"
2013,153.4,"Eggs"
2013,152.2,"Bakery and cereal products (excluding baby food)"
2013,160.4,"Bakery products"
2013,185,"Bread, rolls and buns"
2013,132.9,"Cookies and crackers"
2013,143.5,"Other bakery products"
2013,137.3,"Cereal products (excluding baby food)"
2013,135.8,"Rice and rice-based mixes"
2013,127.6,"Breakfast cereal and other cereal products (excluding baby food)"
2013,149.4,"Pasta products"
2013,151.1,"Flour and flour-based mixes"
2013,122.3,"Fruit, fruit preparations and nuts"
2013,115.9,"Fresh fruit"
2013,132.7,"Apples"
2013,110.7,"Oranges"
2013,138.3,"Bananas"
2013,107.5,"Other fresh fruit"
2013,128.3,"Preserved fruit and fruit preparations"
2013,133.5,"Fruit juices"
2013,117.9,"Other preserved fruit and fruit preparations"
2013,143.2,"Nuts and seeds"
2013,117.4,"Vegetables and vegetable preparations"
2013,112.6,"Fresh vegetables"
2013,105.4,"Potatoes"
2013,103.4,"Tomatoes"
2013,106.3,"Lettuce"
2013,121.4,"Other fresh vegetables"
2013,135.8,"Preserved vegetables and vegetable preparations"
2013,136.6,"Frozen and dried vegetables"
2013,136.4,"Canned vegetables and other vegetable preparations"
2013,129.9,"Other food products and non-alcoholic beverages"
2013,139,"Sugar and confectionery"
2013,131,"Sugar and syrup"
2013,140.9,"Confectionery"
2013,146,"Edible fats and oils"
2013,159.2,"Margarine"
2013,134,"Other edible fats and oils"
2013,138.9,"Coffee and tea"
2013,142.9,"Coffee"
2013,126.6,"Tea"
2013,120.6,"Condiments, spices and vinegars"
2013,129.9,"Other food preparations"
2013,130,"Soup"
2013,130,"Baby foods"
2013,122.7,"Frozen food preparations"
2013,135.5,"All other food preparations"
2013,122.2,"Non-alcoholic beverages"
2013,132.6,"Food purchased from restaurants"
2013,133.7,"Food purchased from table-service restaurants"
2013,130.1,"Food purchased from fast food and take-out restaurants"
2013,132.7,"Food purchased from cafeterias and other restaurants"
2013,128.7,"Shelter"
2013,115.4,"Rented accommodation"
2013,115.4,"Rent"
2013,105,"Tenants' insurance premiums"
2013,127,"Tenants' maintenance, repairs and other expenses"
2013,130.8,"Owned accommodation"
2013,105.5,"Mortgage interest cost"
2013,150.4,"Homeowners' replacement cost"
2013,141.7,"Property taxes and other special charges"
2013,179.7,"Homeowners' home and mortgage insurance"
2013,127.1,"Homeowners' maintenance and repairs"
2013,151.3,"Other owned accommodation expenses"
2013,143,"Water, fuel and electricity"
2013,132.3,"Electricity"
2013,199.2,"Water"
2013,106.8,"Natural gas"
2013,240.4,"Fuel oil and other fuels"
2013,114.4,"Household operations, furnishings and equipment"
2013,126.2,"Household operations"
2013,117,"Communications"
2013,116.4,"Telephone services"
2013,151.1,"Postal and other communications services"
2013,144,"Child care and housekeeping services"
2013,143.2,"Child care services"
2013,146.1,"Housekeeping services"
2013,110.8,"Household cleaning products"
2013,96.3,"Detergents and soaps (other than personal care)"
2013,131.3,"Other household cleaning products"
2013,120.6,"Paper, plastic and aluminum foil supplies"
2013,121.8,"Paper supplies"
2013,117.7,"Plastic and aluminum foil supplies"
2013,135.7,"Other household goods and services"
2013,129.3,"Pet food and supplies"
2013,113.3,"Seeds, plants and cut flowers"
2013,107.4,"Other horticultural goods"
2013,113,"Other household supplies"
2013,162.7,"Other household services"
2013,94.2,"Household furnishings and equipment"
2013,94.3,"Furniture and household textiles"
2013,91.6,"Furniture"
2013,91.8,"Upholstered furniture"
2013,95.1,"Wooden furniture"
2013,88.9,"Other furniture"
2013,104.4,"Household textiles"
2013,125.5,"Window coverings"
2013,94.9,"Bedding and other household textiles"
2013,98.2,"Area rugs and mats"
2013,85,"Household equipment"
2013,83.4,"Household appliances"
2013,83,"Cooking appliances"
2013,80.8,"Refrigerators and freezers"
2013,86.1,"Laundry and dishwashing appliances"
2013,84.2,"Other household appliances"
2013,78.8,"Non-electric kitchen utensils, tableware and cookware"
2013,87.6,"Tools and other household equipment"
2013,87.7,"Household tools (including lawn, garden and snow removal equipment)"
2013,87.5,"Other household equipment"
2013,163.9,"Services related to household furnishings and equipment"
2013,92.1,"Clothing and footwear"
2013,82.2,"Clothing"
2013,78,"Women's clothing"
2013,91.2,"Men's clothing"
2013,75,"Children's clothing"
2013,92.6,"Footwear"
2013,90.1,"Women's footwear (excluding athletic)"
2013,97.8,"Men's footwear (excluding athletic)"
2013,94.4,"Children's footwear (excluding athletic)"
2013,90.8,"Athletic footwear"
2013,132.8,"Clothing accessories, watches and jewellery"
2013,95.9,"Leather clothing accessories"
2013,82,"Other clothing accessories"
2013,110.3,"Watches"
2013,180.2,"Jewellery"
2013,134.9,"Clothing material, notions and services"
2013,106.8,"Clothing material and notions"
2013,128.1,"Laundry services"
2013,149.3,"Dry cleaning services"
2013,143.4,"Other clothing services"
2013,129,"Transportation"
2013,128.5,"Private transportation"
2013,92.5,"Purchase, leasing and rental of passenger vehicles"
2013,92.3,"Purchase and leasing of passenger vehicles"
2013,93.1,"Purchase of passenger vehicles"
2013,88,"Leasing of passenger vehicles"
2013,108.7,"Rental of passenger vehicles"
2013,163.1,"Operation of passenger vehicles"
2013,183.4,"Gasoline"
2013,132.9,"Passenger vehicle parts, maintenance and repairs"
2013,130.1,"Passenger vehicle parts, accessories and supplies"
2013,134.4,"Passenger vehicle maintenance and repair services"
2013,157.4,"Other passenger vehicle operating expenses"
2013,160.9,"Passenger vehicle insurance premiums"
2013,117.1,"Passenger vehicle registration fees"
2013,160.1,"Drivers' licences"
2013,167.6,"Parking fees"
2013,137.7,"All other passenger vehicle operating expenses"
2013,133.4,"Public transportation"
2013,145.2,"Local and commuter transportation"
2013,145.3,"City bus and subway transportation"
2013,143.5,"Taxi and other local and commuter transportation services"
2013,126.8,"Inter-city transportation"
2013,124.4,"Air transportation"
2013,133.7,"Rail, highway bus and other inter-city transportation"
2013,118.3,"Health and personal care"
2013,120.5,"Health care"
2013,103.6,"Health care goods"
2013,100.4,"Medicinal and pharmaceutical products"
2013,91.2,"Prescribed medicines (excluding medicinal cannabis)"
2013,116.9,"Non-prescribed medicines"
2013,111.5,"Eye care goods"
2013,109.2,"Other health care goods"
2013,145.7,"Health care services"
2013,142.2,"Dental care services"
2013,157,"Other health care services"
2013,116.2,"Personal care"
2013,105.8,"Personal care supplies and equipment"
2013,110.3,"Personal soap"
2013,102.2,"Toiletry items and cosmetics"
2013,124.3,"Oral-hygiene products"
2013,103.3,"Other personal care supplies and equipment"
2013,131.4,"Personal care services"
2013,106.2,"Recreation, education and reading"
2013,95.4,"Recreation"
2013,55.4,"Recreational equipment and services (excluding recreational vehicles)"
2013,80.7,"Sporting and exercise equipment"
2013,93.9,"Toys, games (excluding video games) and hobby supplies"
2013,22.1,"Digital computing equipment and devices"
2013,32.2,"Photographic equipment and supplies"
2013,73.9,"Other recreational equipment"
2013,104.5,"Recreational services"
2013,116.6,"Purchase and operation of recreational vehicles"
2013,98.4,"Purchase of recreational vehicles and outboard motors"
2013,150.9,"Operation of recreational vehicles"
2013,162.6,"Fuel, parts and accessories for recreational vehicles"
2013,144.5,"Insurance, licences and other services for recreational vehicles"
2013,60,"Home entertainment equipment, parts and services"
2013,53.9,"Audio equipment"
2013,32.5,"Video equipment"
2013,109.4,"Rental of digital media"
2013,82.4,"Purchase of digital media"
2013,153.8,"Other home entertainment equipment, parts and services"
2013,93.7,"Travel services"
2013,84.2,"Traveller accommodation"
2013,100.9,"Travel tours"
2013,148.2,"Other cultural and recreational services"
2013,134.3,"Spectator entertainment (excluding video and audio subscription services)"
2013,162.8,"Video and audio subscription services"
2013,138.8,"Use of recreational facilities and services"
2013,141.6,"Education and reading"
2013,147.4,"Education"
2013,154,"Tuition fees"
2013,131.3,"School textbooks and supplies"
2013,129.8,"Other lessons, courses and education services"
2013,119.2,"Reading material (excluding textbooks)"
2013,150.5,"Newspapers"
2013,128.9,"Magazines and periodicals"
2013,91.7,"Books and reading material (excluding textbooks)"
2013,140.4,"Alcoholic beverages, tobacco products and recreational cannabis"
2013,118.9,"Alcoholic beverages"
2013,131.3,"Alcoholic beverages served in licensed establishments"
2013,136.1,"Beer served in licensed establishments"
2013,119.7,"Wine served in licensed establishments"
2013,132,"Liquor served in licensed establishments"
2013,113.3,"Alcoholic beverages purchased from stores"
2013,116.7,"Beer purchased from stores"
2013,106.2,"Wine purchased from stores"
2013,113.9,"Liquor purchased from stores"
2013,162.3,"Tobacco products and smokers' supplies"
2013,162.1,"Cigarettes"
2013,165.9,"Other tobacco products and smokers' supplies"
2013,121,"All-items excluding eight of the most volatile components as defined by the Bank of Canada and excluding the effect of changes in indirect taxes"
2013,120.4,"All-items excluding eight of the most volatile components as defined by the Bank of Canada"
2013,120.9,"All-items excluding food"
2013,117.2,"All-items excluding food and energy"
2013,124,"All-items excluding mortgage interest cost"
2013,122.1,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis"
2013,122.9,"All-items excluding alcoholic beverages and recreational cannabis"
2013,122.1,"All-items excluding tobacco products and smokers' supplies and recreational cannabis"
2013,120.5,"All-items excluding shelter"
2013,119.9,"All-items excluding energy"
2013,120.6,"All-items excluding gasoline"
2013,118.8,"All-items excluding shelter, insurance and financial services"
2013,113.8,"Private transportation excluding gasoline"
2013,140.6,"Food and energy"
2013,114.4,"Fresh fruit and vegetables"
2013,159.6,"Energy"
2013,123.6,"Housing (1986 definition)"
2013,127.2,"Shelter (1986 definition)"
2013,122.8,"Goods and services"
2013,114.6,"Goods"
2013,85.3,"Durable goods"
2013,93.6,"Semi-durable goods"
2013,137.3,"Non-durable goods"
2013,141.1,"Non-durable goods excluding food purchased from stores"
2013,123,"Non-durable goods excluding food purchased from stores and energy"
2013,109.2,"Goods excluding food purchased from stores"
2013,96.5,"Goods excluding food purchased from stores and energy"
2013,131,"Services"
2013,133.3,"Services excluding shelter services"
2014,125.2,"All-items"
2014,135.5,"Food"
2014,135.6,"Food purchased from stores"
2014,145.6,"Meat"
2014,151.6,"Fresh or frozen meat (excluding poultry)"
2014,158.2,"Fresh or frozen beef"
2014,136.7,"Fresh or frozen pork"
2014,141.1,"Other fresh or frozen meat (excluding poultry)"
2014,144.6,"Fresh or frozen poultry"
2014,148,"Fresh or frozen chicken"
2014,125.4,"Other fresh or frozen poultry"
2014,138,"Processed meat"
2014,132.9,"Ham and bacon"
2014,143.7,"Other processed meat"
2014,123.4,"Fish, seafood and other marine products"
2014,128.4,"Fish"
2014,126.7,"Fresh or frozen fish (including portions and fish sticks)"
2014,132.1,"Canned and other preserved fish"
2014,109.3,"Seafood and other marine products"
2014,135.5,"Dairy products and eggs"
2014,134,"Dairy products"
2014,137.5,"Fresh milk"
2014,131.7,"Butter"
2014,131.6,"Cheese"
2014,132.1,"Ice cream and related products"
2014,134.6,"Other dairy products"
2014,153.3,"Eggs"
2014,151.4,"Bakery and cereal products (excluding baby food)"
2014,160.4,"Bakery products"
2014,184.7,"Bread, rolls and buns"
2014,132.1,"Cookies and crackers"
2014,144.5,"Other bakery products"
2014,135.5,"Cereal products (excluding baby food)"
2014,135.6,"Rice and rice-based mixes"
2014,125.4,"Breakfast cereal and other cereal products (excluding baby food)"
2014,149,"Pasta products"
2014,149,"Flour and flour-based mixes"
2014,125.8,"Fruit, fruit preparations and nuts"
2014,121.8,"Fresh fruit"
2014,134.7,"Apples"
2014,123.4,"Oranges"
2014,139.1,"Bananas"
2014,113.6,"Other fresh fruit"
2014,126,"Preserved fruit and fruit preparations"
2014,129.3,"Fruit juices"
2014,118.2,"Other preserved fruit and fruit preparations"
2014,145.7,"Nuts and seeds"
2014,122.5,"Vegetables and vegetable preparations"
2014,118.6,"Fresh vegetables"
2014,107.6,"Potatoes"
2014,107.5,"Tomatoes"
2014,106.8,"Lettuce"
2014,129.5,"Other fresh vegetables"
2014,137.5,"Preserved vegetables and vegetable preparations"
2014,138.8,"Frozen and dried vegetables"
2014,138,"Canned vegetables and other vegetable preparations"
2014,129.9,"Other food products and non-alcoholic beverages"
2014,137.3,"Sugar and confectionery"
2014,123.5,"Sugar and syrup"
2014,140.4,"Confectionery"
2014,145.2,"Edible fats and oils"
2014,157.7,"Margarine"
2014,133.7,"Other edible fats and oils"
2014,133.6,"Coffee and tea"
2014,135.8,"Coffee"
2014,128.1,"Tea"
2014,121.2,"Condiments, spices and vinegars"
2014,131.7,"Other food preparations"
2014,129,"Soup"
2014,134.3,"Baby foods"
2014,123.6,"Frozen food preparations"
2014,138.1,"All other food preparations"
2014,122.3,"Non-alcoholic beverages"
2014,135.2,"Food purchased from restaurants"
2014,136.6,"Food purchased from table-service restaurants"
2014,132,"Food purchased from fast food and take-out restaurants"
2014,135.3,"Food purchased from cafeterias and other restaurants"
2014,132.2,"Shelter"
2014,117.1,"Rented accommodation"
2014,117.1,"Rent"
2014,104.5,"Tenants' insurance premiums"
2014,129.4,"Tenants' maintenance, repairs and other expenses"
2014,133.1,"Owned accommodation"
2014,105.3,"Mortgage interest cost"
2014,152.5,"Homeowners' replacement cost"
2014,145.9,"Property taxes and other special charges"
2014,192.6,"Homeowners' home and mortgage insurance"
2014,128.4,"Homeowners' maintenance and repairs"
2014,153.5,"Other owned accommodation expenses"
2014,153.9,"Water, fuel and electricity"
2014,138.4,"Electricity"
2014,211.4,"Water"
2014,124.7,"Natural gas"
2014,252.6,"Fuel oil and other fuels"
2014,116.6,"Household operations, furnishings and equipment"
2014,129.9,"Household operations"
2014,122.8,"Communications"
2014,120.4,"Telephone services"
2014,183.7,"Postal and other communications services"
2014,146.9,"Child care and housekeeping services"
2014,146,"Child care services"
2014,149.1,"Housekeeping services"
2014,111.2,"Household cleaning products"
2014,96.4,"Detergents and soaps (other than personal care)"
2014,131.9,"Other household cleaning products"
2014,121.8,"Paper, plastic and aluminum foil supplies"
2014,123.1,"Paper supplies"
2014,118.5,"Plastic and aluminum foil supplies"
2014,138.5,"Other household goods and services"
2014,130.1,"Pet food and supplies"
